time,heart_rate
525,127
526,127
527,127
528,127
529,127
530,127
531,127
532,127
533,127
534,127
535,126
536,126
537,126
538,127
539,127
540,127
541,127
542,126
543,126
544,126
545,126
546,126
547,126
548,127
549,127
550,127
551,127
552,127
553,127
554,127
555,127
556,126
557,125
558,124
559,124
560,124
561,124
562,124
563,124
564,124
565,124
566,125
567,125
568,125
569,125
570,125
571,125
572,125
573,122
574,122
575,122
576,122
577,122
578,122
579,122
580,122
581,122
582,123
583,123
584,123
585,123
586,123
587,124
588,124
589,124
590,125
591,125
592,125
593,125
594,126
595,126
596,126
597,126
598,126
599,126
600,126
601,127
602,127
603,126
604,125
605,125
606,125
607,125
608,125
609,125
610,125
611,125
612,125
613,125
614,124
615,124
616,123
617,123
618,123
619,122
620,122
621,122
622,122
623,122
624,122
625,122
626,122
627,122
628,122
629,124
630,124
631,124
632,125
633,125
634,125
635,125
636,125
637,125
638,125
639,125
640,127
641,127
642,127
643,127
644,127
645,127
646,127
647,127
648,127
649,127
650,127
651,126
652,126
653,126
654,125
655,126
656,126
657,126
658,126
659,127
660,127
661,127
662,127
663,127
664,127
665,127
666,126
667,126
668,125
669,125
670,125
671,125
672,125
673,125
674,125
675,124
676,124
677,124
678,124
679,126
680,126
681,127
682,127
683,127
684,127
685,127
686,127
687,127
688,127
689,127
690,126
691,126
692,126
693,125
694,125
695,124
696,125
697,124
698,124
699,125
700,125
701,126
702,126
703,126
704,126
705,126
706,126
707,127
708,126
709,126
710,125
711,125
712,125
713,125
714,124
715,124
716,124
717,125
718,125
719,125
720,125
721,125
722,125
723,125
724,125
725,125
726,125
727,125
728,126
729,126
730,127
731,127
732,127
733,127
734,127
735,127
736,126
737,126
738,125
739,125
740,125
741,125
742,124
743,125
744,124
745,125
746,125
747,125
748,125
749,125
750,125
751,125
752,125
753,125
754,125
755,125
756,125
757,125
758,125
759,125
760,124
761,124
762,124
763,124
764,125
765,125
766,125
767,125
768,124
769,125
770,125
771,125
772,125
773,125
774,125
775,125
776,124
777,124
778,124
779,124
780,125
781,125
782,124
783,124
784,124
785,125
786,125
787,125
788,125
789,125
790,125
791,125
792,125
793,125
794,125
795,125
796,125
797,126
798,126
799,125
800,125
801,125
802,125
803,125
804,123
805,123
806,121
807,122
808,122
809,122
810,122
811,122
812,122
813,122
814,122
815,122
816,122
817,122
818,121
819,121
820,121
821,121
822,122
823,122
824,121
825,121
826,121
827,121
828,120
829,120
830,120
831,120
832,122
833,121
834,121
835,121
836,122
837,122
838,122
839,122
840,122
841,121
842,121
843,121
844,121
845,122
846,122
847,122
848,122
849,122
850,122
851,122
852,120
853,120
854,120
855,119
856,119
857,119
858,119
859,119
860,119
861,119
862,119
863,119
864,119
865,120
866,120
867,120
868,120
869,120
870,119
871,119
872,119
873,119
874,119
875,119
876,121
877,121
878,121
879,121
880,121
881,122
882,122
883,121
884,121
885,120
886,120
887,120
888,120
889,120
890,119
891,119
892,119
893,119
894,119
895,119
896,121
897,121
898,122
899,123
900,124
901,125
902,125
903,125
904,125
905,125
906,125
907,125
908,125
909,124
910,124
911,124
912,124
913,124
914,124
915,124
916,124
917,124
918,125
919,125
920,125
921,126
922,126
923,126
924,126
925,126
926,127
927,127
928,127
929,127
930,127
931,127
932,126
933,126
934,124
935,124
936,122
937,122
938,122
939,122
940,122
941,122
942,122
943,122
944,121
945,120
946,120
947,120
948,120
949,121
950,123
951,123
952,124
953,124
954,124
955,124
956,124
957,124
958,124
959,124
960,124
961,124
962,123
963,124
964,124
965,125
966,125
967,125
968,125
969,125
970,125
971,125
972,125
973,125
974,126
975,127
976,127
977,127
978,127
979,127
980,127
981,127
982,127
983,127
984,127
985,127
986,126
987,126
988,125
989,124
990,124
991,124
992,124
993,124
994,123
995,122
996,122
997,122
998,122
999,122
1000,122
1001,122
1002,123
1003,124
1004,124
1005,125
1006,125
1007,125
1008,125
1009,125
1010,125
1011,125
1012,125
1013,124
1014,124
1015,124
1016,124
1017,125
1018,125
1019,125
1020,125
1021,125
1022,125
1023,125
1024,124
1025,124
1026,124
1027,122
1028,123
1029,123
1030,123
1031,123
1032,124
1033,124
1034,124
1035,124
1036,124
1037,123
1038,122
1039,122
1040,122
1041,123
1042,123
1043,123
1044,123
1045,122
1046,123
1047,122
1048,122
1049,122
1050,122
1051,122
1052,122
1053,122
1054,122
1055,122
1056,122
1057,122
1058,122
1059,122
1060,122
1061,122
1062,123
1063,123
1064,123
1065,124
1066,124
1067,124
1068,125
1069,125
1070,125
1071,125
1072,125
1073,125
1074,125
1075,123
1076,123
1077,123
1078,123
1079,123
1080,123
1081,123
1082,123
1083,123
1084,125
1085,125
1086,125
1087,125
1088,125
1089,125
1090,125
1091,125
1092,124
1093,124
1094,124
1095,123
1096,121
1097,121
1098,121
1099,121
1100,121
1101,122
1102,122
1103,122
1104,122
1105,122
1106,122
1107,122
1108,122
1109,122
1110,122
1111,122
1112,122
1113,122
1114,122
1115,122
1116,122
1117,122
1118,122
1119,122
1120,122
1121,122
1122,122
1123,122
1124,122
1125,122
1126,123
1127,123
1128,124
1129,125
1130,125
1131,125
1132,125
1133,125
1134,125
1135,125
1136,123
1137,123
1138,122
1139,122
1140,122
1141,122
1142,122
1143,122
1144,122
1145,122
1146,122
1147,122
1148,122
1149,122
1150,122
1151,122
1152,122
1153,122
1154,122
1155,123
1156,123
1157,123
1158,123
1159,122
1160,123
1161,123
1162,122
1163,122
1164,122
1165,122
1166,122
1167,122
1168,122
1169,122
1170,122
1171,123
1172,123
1173,124
1174,124
1175,124
1176,124
1177,123
1178,123
1179,123
1180,122
1181,122
1182,123
1183,124
1184,125
1185,125
1186,125
1187,126
1188,126
1189,126
1190,127
1191,127
1192,127
1193,127
1194,127
1195,127
1196,127
1197,127
1198,125
1199,125
1200,125
1201,125
1202,125
1203,123
1204,123
1205,122
1206,122
1207,122
1208,122
1209,121
1210,121
1211,121
1212,120
1213,121
1214,121
1215,122
1216,122
1217,122
1218,122
1219,122
1220,122
1221,122
1222,122
1223,122
1224,122
1225,123
1226,123
1227,123
1228,122
1229,122
1230,122
1231,122
1232,122
1233,122
1234,123
1235,123
1236,123
1237,122
1238,122
1239,122
1240,122
1241,123
1242,123
1243,124
1244,124
1245,126
1246,126
1247,127
1248,127
1249,127
1250,127
1251,127
1252,127
1253,127
1254,128
1255,128
1256,128
1257,130
1258,130
1259,130
1260,130
1261,130
1262,130
1263,130
1264,130
1265,130
1266,130
1267,131
1268,131
1269,131
1270,130
1271,130
1272,129
1273,128
1274,128
1275,126
1276,125
1277,125
1278,125
1279,124
1280,124
1281,124
1282,124
1283,123
1284,123
1285,122
1286,122
1287,122
1288,122
1289,122
1290,123
1291,124
1292,124
1293,124
1294,124
1295,124
1296,124
1297,124
1298,124
1299,124
1300,124
1301,125
1302,125
1303,126
1304,126
1305,125
1306,125
1307,125
1308,125
1309,125
1310,125
1311,125
1312,124
1313,124
1314,124
1315,124
1316,124
1317,124
1318,124
1319,124
1320,124
1321,124
1322,123
1323,123
1324,124
1325,124
1326,124
1327,125
1328,125
1329,125
1330,125
1331,125
1332,125
1333,125
1334,125
1335,125
1336,125
1337,125
1338,124
1339,124
1340,124
1341,123
1342,124
1343,124
1344,123
1345,123
1346,123
1347,122
1348,122
1349,122
1350,122
1351,122
1352,122
1353,122
1354,123
1355,123
1356,123
1357,125
1358,125
1359,125
1360,127
1361,127
1362,127
1363,125
1364,125
1365,125
1366,122
1367,121
1368,121
1369,120
1370,120
1371,120
1372,120
1373,120
1374,120
1375,122
1376,122
1377,122
1378,123
1379,122
1380,122
1381,122
1382,122
1383,122
1384,122
1385,122
1386,121
1387,121
1388,121
1389,121
1390,121
1391,120
1392,120
1393,120
1394,120
1395,120
1396,120
1397,120
1398,121
1399,121
1400,122
1401,122
1402,122
1403,122
1404,122
1405,122
1406,122
1407,122
1408,122
1409,122
1410,122
1411,122
1412,122
1413,122
1414,122
1415,122
1416,122
1417,121
1418,121
1419,121
1420,121
1421,121
1422,121
1423,121
1424,123
1425,123
1426,123
1427,124
1428,124
1429,124
1430,123
1431,123
1432,123
1433,123
1434,125
1435,125
1436,125
1437,125
1438,125
1439,125
1440,125
1441,125
1442,122
1443,122
1444,121
1445,120
1446,120
1447,120
1448,119
1449,119
1450,120
1451,120
1452,121
1453,121
1454,121
1455,121
1456,121
1457,121
1458,121
1459,121
1460,121
1461,121
1462,121
1463,121
1464,121
1465,121
1466,121
1467,121
1468,120
1469,120
1470,119
1471,120
1472,120
1473,120
1474,119
1475,119
1476,118
1477,118
1478,119
1479,119
1480,119
1481,119
1482,119
1483,120
1484,120
1485,120
1486,120
1487,120
1488,120
1489,122
1490,122
1491,122
1492,122
1493,122
1494,122
1495,121
1496,121
1497,121
1498,121
1499,121
1500,120
1501,121
1502,121
1503,122
1504,122
1505,122
1506,123
1507,123
1508,124
1509,124
1510,124
1511,127
1512,126
1513,126
1514,126
1515,126
1516,126
1517,126
1518,127
1519,126
1520,126
1521,125
1522,125
1523,125
1524,124
1525,124
1526,124
1527,124
1528,124
1529,124
1530,125
1531,125
1532,124
1533,124
1534,124
1535,124
1536,124
1537,124
1538,124
1539,125
1540,125
1541,124
1542,124
1543,123
1544,123
1545,124
1546,123
1547,123
1548,124
1549,124
1550,123
1551,123
1552,124
1553,123
1554,123
1555,123
1556,122
1557,122
1558,122
1559,122
1560,122
1561,122
1562,122
1563,123
1564,123
1565,123
1566,123
1567,125
1568,125
1569,126
1570,126
1571,125
1572,125
1573,123
1574,123
1575,123
1576,122
1577,122
1578,120
1579,120
1580,120
1581,120
1582,120
1583,120
1584,121
1585,121
1586,121
1587,121
1588,121
1589,121
1590,120
1591,120
1592,121
1593,121
1594,121
1595,121
1596,121
1597,121
1598,122
1599,122
1600,122
1601,122
1602,122
1603,122
1604,123
1605,123
1606,122
1607,122
1608,122
1609,123
1610,122
1611,122
1612,122
1613,122
1614,122
1615,121
1616,121
1617,121
1618,120
1619,120
1620,121
1621,120
1622,120
1623,122
1624,122
1625,122
1626,122
1627,122
1628,122
1629,122
1630,123
1631,123
1632,123
1633,123
1634,122
1635,122
1636,122
1637,122
1638,122
1639,122
1640,122
1641,122
1642,121
1643,121
1644,121
1645,120
1646,120
1647,120
1648,120
1649,119
1650,119
1651,120
1652,120
1653,120
1654,119
1655,119
1656,119
1657,119
1658,119
1659,120
1660,120
1661,120
1662,120
1663,121
1664,121
1665,121
1666,121
1667,125
1668,125
1669,124
1670,125
1671,125
1672,125
1673,123
1674,123
1675,123
1676,123
1677,123
1678,123
1679,123
1680,122
1681,122
1682,122
1683,121
1684,121
1685,123
1686,124
1687,124
1688,124
1689,126
1690,126
1691,126
1692,126
1693,126
1694,125
1695,121
1696,121
1697,121
1698,120
1699,120
1700,121
1701,122
1702,122
1703,123
1704,124
1705,124
1706,125
1707,125
1708,125
1709,126
1710,126
1711,126
1712,126
1713,126
1714,126
1715,126
1716,126
1717,126
1718,126
1719,126
1720,124
1721,124
1722,126
1723,126
1724,126
1725,126
1726,125
1727,125
1728,124
1729,124
1730,123
1731,121
1732,121
1733,121
1734,121
1735,120
1736,120
1737,120
1738,120
1739,120
1740,120
1741,120
1742,120
1743,120
1744,120
1745,120
1746,126
1747,126
1748,126
1749,134
1750,131
1751,131
1752,125
1753,123
1754,122
1755,122
1756,121
1757,121
1758,120
1759,120
1760,119
1761,119
1762,118
1763,117
1764,117
1765,117
1766,118
1767,118
1768,119
1769,119
1770,119
1771,119
1772,119
1773,119
1774,120
1775,120
1776,120
1777,120
1778,120
1779,121
1780,121
1781,121
1782,121
1783,121
1784,121
1785,122
1786,122
1787,122
1788,122
1789,120
1790,120
1791,121
1792,121
1793,121
1794,121
1795,121
1796,121
1797,121
1798,121
1799,121
1800,122
1801,122
1802,121
1803,122
1804,122
1805,122
1806,123
1807,123
1808,123
1809,123
1810,124
1811,124
1812,124
1813,124
1814,125
1815,125
1816,126
1817,126
1818,127
1819,126
1820,126
1821,126
1822,126
1823,125
1824,125
1825,122
1826,121
1827,120
1828,118
1829,118
1830,117
1831,117
1832,118
1833,118
1834,119
1835,119
1836,120
1837,120
1838,120
1839,121
1840,121
1841,121
1842,121
1843,121
1844,121
1845,121
1846,121
1847,120
1848,120
1849,120
1850,120
1851,120
1852,120
1853,120
1854,120
1855,120
1856,120
1857,121
1858,121
1859,120
1860,120
1861,120
1862,120
1863,120
1864,120
1865,120
1866,120
1867,121
1868,121
1869,121
1870,121
1871,121
1872,121
1873,121
1874,121
1875,121
1876,121
1877,120
1878,121
1879,121
1880,122
1881,122
1882,122
1883,122
1884,124
1885,131
1886,135
1887,129
1888,129
1889,131
1890,131
1891,132
1892,128
1893,128
1894,122
1895,122
1896,119
1897,119
1898,119
1899,119
1900,120
1901,120
1902,120
1903,120
1904,120
1905,120
1906,123
1907,123
1908,125
1909,125
1910,126
1911,126
1912,126
1913,121
1914,121
1915,120
1916,120
1917,120
1918,120
1919,120
1920,120
1921,120
1922,125
1923,125
1924,129
1925,129
1926,129
1927,132
1928,132
1929,140
1930,131
1931,131
1932,120
1933,120
1934,120
1935,120
1936,120
1937,120
1938,120
1939,120
1940,120
1941,120
1942,120
1943,120
1944,121
1945,121
1946,120
1947,120
1948,120
1949,120
1950,120
1951,120
1952,120
1953,120
1954,120
1955,120
1956,122
1957,122
1958,122
1959,124
1960,124
1961,125
1962,125
1963,125
1964,125
1965,124
1966,124
1967,124
1968,123
1969,122
1970,122
1971,122
1972,122
1973,122
1974,122
1975,120
1976,120
1977,120
1978,121
1979,121
1980,122
1981,122
1982,122
1983,122
1984,126
1985,127
1986,127
1987,129
1988,129
1989,127
1990,123
1991,125
1992,126
1993,126
1994,126
1995,126
1996,125
1997,125
1998,125
1999,125
2000,124
2001,123
2002,123
2003,123
2004,122
2005,123
2006,123
2007,123
2008,123
2009,123
2010,123
2011,123
2012,124
2013,124
2014,125
2015,125
2016,125
2017,125
2018,125
2019,125
2020,125
2021,125
2022,125
2023,125
2024,125
2025,124
2026,123
2027,123
2028,123
2029,123
2030,123
2031,123
2032,123
2033,123
2034,123
2035,123
2036,123
2037,123
2038,122
2039,122
2040,122
2041,122
2042,122
2043,122
2044,121
2045,121
2046,121
2047,120
2048,120
2049,120
2050,120
2051,119
2052,119
2053,119
2054,121
2055,121
2056,121
2057,121
2058,122
2059,122
2060,123
2061,123
2062,122
2063,121
2064,121
2065,121
2066,120
2067,121
2068,121
2069,123
2070,123
2071,123
2072,123
2073,125
2074,125
2075,125
2076,125
2077,125
2078,125
2079,125
2080,125
2081,125
2082,125
2083,123
2084,123
2085,124
2086,124
2087,124
2088,124
2089,125
2090,123
2091,123
2092,123
2093,121
2094,121
2095,121
2096,121
2097,122
2098,122
2099,122
2100,122
2101,122
2102,121
2103,120
2104,120
2105,119
2106,119
2107,119
2108,119
2109,119
2110,119
2111,120
2112,120
2113,121
2114,122
2115,122
2116,122
2117,122
2118,122
2119,122
2120,122
2121,123
2122,124
2123,124
2124,124
2125,125
2126,125
2127,124
2128,124
2129,125
2130,125
2131,125
2132,125
2133,125
2134,125
2135,125
2136,125
2137,125
2138,126
2139,126
2140,127
2141,126
2142,126
2143,126
2144,126
2145,125
2146,125
2147,124
2148,123
2149,123
2150,123
2151,123
2152,123
2153,123
2154,122
2155,124
2156,124
2157,122
2158,123
2159,123
2160,124
2161,125
2162,126
2163,126
2164,127
2165,127
2166,128
2167,128
2168,128
2169,128
2170,128
2171,126
2172,126
2173,126
2174,125
2175,124
2176,124
2177,125
2178,125
2179,125
2180,124
2181,125
2182,124
2183,124
2184,123
2185,124
2186,123
2187,123
2188,123
2189,123
2190,123
2191,123
2192,122
2193,122
2194,122
2195,122
2196,121
2197,121
2198,121
2199,121
2200,121
2201,122
2202,122
2203,122
2204,122
2205,123
2206,123
2207,122
2208,122
2209,122
2210,122
2211,122
2212,122
2213,123
2214,123
2215,123
2216,125
2217,125
2218,125
2219,125
2220,125
2221,125
2222,125
2223,125
2224,124
2225,124
2226,124
2227,124
2228,124
2229,124
2230,125
2231,125
2232,125
2233,122
2234,122
2235,122
2236,121
2237,121
2238,120
2239,120
2240,120
2241,120
2242,121
2243,121
2244,122
2245,122
2246,123
2247,124
2248,124
2249,125
2250,123
2251,123
2252,123
2253,122
2254,122
2255,121
2256,120
2257,120
2258,120
2259,119
2260,119
2261,119
2262,120
2263,120
2264,120
2265,120
2266,120
2267,120
2268,121
2269,121
2270,121
2271,122
2272,122
2273,122
2274,122
2275,121
2276,121
2277,121
2278,121
2279,121
2280,122
2281,122
2282,123
2283,123
2284,123
2285,123
2286,123
2287,123
2288,123
2289,122
2290,122
2291,122
2292,122
2293,122
2294,122
2295,121
2296,121
2297,121
2298,121
2299,122
2300,122
2301,122
2302,122
2303,122
2304,122
2305,122
2306,122
2307,123
2308,125
2309,125
2310,125
2311,126
2312,126
2313,126
2314,126
2315,126
2316,126
2317,126
2318,126
2319,126
2320,126
2321,126
2322,126
2323,126
2324,126
2325,126
2326,126
2327,127
2328,127
2329,127
2330,127
2331,127
2332,127
2333,127
2334,127
2335,127
2336,127
2337,127
2338,127
2339,127
2340,127
2341,127
2342,127
2343,127
2344,127
2345,127
2346,127
2347,127
2348,127
2349,127
2350,127
2351,127
2352,127
2353,127
2354,127
2355,127
2356,126
2357,126
2358,126
2359,126
2360,126
2361,126
2362,127
2363,129
2364,129
2365,130
2366,130
2367,130
2368,129
2369,129
2370,127
2371,126
2372,126
2373,125
2374,125
2375,125
2376,124
2377,124
2378,123
2379,123
2380,122
2381,123
2382,123
2383,123
2384,123
2385,123
2386,124
2387,124
2388,124
2389,124
2390,124
2391,124
2392,124
2393,124
2394,124
2395,124
2396,124
2397,124
2398,124
2399,124
2400,124
2401,123
2402,123
2403,122
2404,122
2405,122
2406,122
2407,122
2408,122
2409,122
2410,122
2411,123
2412,123
2413,125
2414,125
2415,125
2416,126
2417,126
2418,126
2419,124
2420,124
2421,123
2422,123
2423,123
2424,123
2425,123
2426,123
2427,123
2428,123
2429,123
2430,123
2431,123
2432,124
2433,124
2434,125
2435,125
2436,125
2437,125
2438,125
2439,125
2440,122
2441,122
2442,120
2443,120
2444,120
2445,120
2446,121
2447,123
2448,123
2449,123
2450,123
2451,123
2452,123
2453,123
2454,122
2455,122
2456,122
2457,122
2458,122
2459,122
2460,122
2461,122
2462,122
2463,122
2464,122
2465,122
2466,122
2467,122
2468,122
2469,122
2470,123
2471,122
2472,122
2473,122
2474,122
2475,122
2476,122
2477,121
2478,121
2479,120
2480,121
2481,121
2482,121
2483,121
2484,120
2485,120
2486,120
2487,120
2488,119
2489,119
2490,119
2491,120
2492,120
2493,117
2494,117
2495,116
2496,116
2497,116
2498,116
2499,116
2500,116
2501,116
2502,116
2503,116
2504,116
2505,116
2506,116
2507,115
2508,115
2509,115
2510,116
2511,116
2512,116
2513,116
2514,117
2515,117
2516,117
2517,117
2518,117
2519,118
2520,118
2521,119
2522,119
2523,119
2524,120
2525,120
2526,121
2527,121
2528,121
2529,121
2530,122
2531,122
2532,122
2533,122
2534,121
2535,121
2536,121
2537,121
2538,120
2539,120
2540,120
2541,120
2542,120
2543,120
2544,119
2545,119
2546,119
2547,119
2548,119
2549,121
2550,121
2551,121
2552,122
2553,122
2554,122
2555,121
2556,121
2557,121
2558,121
2559,121
2560,121
2561,121
2562,121
2563,121
2564,121
2565,121
2566,120
2567,120
2568,120
2569,120
2570,120
2571,120
2572,121
2573,121
2574,120
2575,121
2576,121
2577,121
2578,120
2579,120
2580,120
2581,120
2582,120
2583,120
2584,119
2585,119
2586,119
2587,119
2588,118
2589,118
2590,118
2591,119
2592,119
2593,119
2594,119
2595,119
2596,118
2597,118
2598,118
2599,118
2600,118
2601,119
2602,119
2603,118
2604,122
2605,122
2606,122
2607,123
2608,123
2609,123
2610,123
2611,123
2612,122
2613,122
2614,122
2615,122
2616,122
2617,122
2618,121
2619,121
2620,121
2621,121
2622,121
2623,121
2624,122
2625,122
2626,121
2627,120
2628,120
2629,120
2630,120
2631,120
2632,119
2633,119
2634,120
2635,120
2636,120
2637,119
2638,119
2639,119
2640,119
2641,119
2642,120
2643,120
2644,121
2645,121
2646,121
2647,121
2648,121
2649,121
2650,121
2651,121
2652,121
2653,120
2654,120
2655,120
2656,120
2657,120
2658,120
2659,121
2660,121
2661,121
2662,121
2663,121
2664,121
2665,121
2666,121
2667,122
2668,122
2669,122
2670,120
2671,120
2672,120
2673,120
2674,120
2675,122
2676,123
2677,123
2678,124
2679,124
2680,124
2681,125
2682,125
2683,124
2684,123
2685,123
2686,123
2687,122
2688,122
2689,122
2690,122
2691,123
2692,123
2693,123
2694,124
2695,124
2696,123
2697,125
2698,125
2699,126
2700,126
2701,126
2702,125
2703,125
2704,125
2705,125
2706,125
2707,125
2708,126
2709,126
2710,126
2711,125
2712,125
2713,125
2714,125
2715,124
2716,123
2717,124
2718,124
2719,124
2720,124
2721,123
2722,123
2723,122
2724,122
2725,123
2726,123
2727,122
2728,122
2729,122
2730,122
2731,122
2732,122
2733,122
2734,122
2735,122
2736,122
2737,122
2738,122
2739,122
2740,121
2741,121
2742,121
2743,121
2744,122
2745,122
2746,121
2747,122
2748,122
2749,121
2750,121
2751,121
2752,121
2753,121
2754,121
2755,122
2756,122
2757,122
2758,122
2759,122
2760,122
2761,123
2762,123
2763,124
2764,124
2765,124
2766,124
2767,124
2768,123
2769,123
2770,122
2771,122
2772,121
2773,120
2774,120
2775,120
2776,119
2777,119
2778,119
2779,119
2780,119
2781,119
2782,119
2783,119
2784,120
2785,120
2786,120
2787,120
2788,120
2789,119
2790,119
2791,118
2792,118
2793,118
2794,117
2795,118
2796,118
2797,118
2798,118
2799,119
2800,119
2801,121
2802,121
2803,123
2804,123
2805,123
2806,123
2807,123
2808,122
2809,122
2810,121
2811,121
2812,119
2813,119
2814,119
2815,119
2816,119
2817,119
2818,120
2819,120
2820,120
2821,120
2822,120
2823,120
2824,120
2825,120
2826,121
2827,120
2828,120
2829,120
2830,121
2831,121
2832,120
2833,120
2834,120
2835,120
2836,120
2837,121
2838,121
2839,121
2840,121
2841,121
2842,121
2843,120
2844,120
2845,120
2846,120
2847,120
2848,118
2849,119
2850,119
2851,118
2852,118
2853,119
2854,119
2855,120
2856,120
2857,120
2858,120
2859,120
2860,119
2861,119
2862,119
2863,120
2864,120
2865,121
2866,124
2867,124
2868,124
2869,125
2870,125
2871,125
2872,125
2873,125
2874,125
2875,125
2876,124
2877,124
2878,122
2879,122
2880,122
2881,122
2882,122
2883,122
2884,122
2885,122
2886,122
2887,122
2888,123
2889,124
2890,126
2891,126
2892,127
2893,127
2894,127
2895,127
2896,127
2897,127
2898,127
2899,127
2900,127
2901,126
2902,126
2903,126
2904,125
2905,125
2906,125
2907,125
2908,125
2909,125
2910,124
2911,124
2912,124
2913,122
2914,122
2915,122
2916,122
2917,122
2918,122
2919,122
2920,122
2921,122
2922,123
2923,123
2924,124
2925,124
2926,124
2927,123
2928,123
2929,123
2930,122
2931,122
2932,122
2933,122
2934,122
2935,122
2936,122
2937,122
2938,122
2939,122
2940,122
2941,122
2942,122
2943,123
2944,124
2945,124
2946,125
2947,125
2948,125
2949,125
2950,125
2951,125
2952,123
2953,122
2954,122
2955,121
2956,122
2957,121
2958,121
2959,120
2960,120
2961,121
2962,121
2963,122
2964,122
2965,122
2966,122
2967,121
2968,121
2969,121
2970,121
2971,121
2972,122
2973,122
2974,122
2975,123
2976,123
2977,123
2978,123
2979,123
2980,123
2981,123
2982,123
2983,123
2984,123
2985,123
2986,124
2987,124
2988,125
2989,124
2990,124
2991,125
2992,124
2993,124
2994,124
2995,124
